Name,Barcode,Ingredients,Packaging,Categories,Nutrition Grade,Fat Level,Salt Level,Saturated Fat Level,Sugar Level,Carbohydrates (100g),Energy (kcal/100g),Fat (100g),Protein (100g),Salt (100g),Sodium (100g),Sugar (100g)
Nutella,3017624010701,"sugar, palm oil, hazelnuts, skimmed milk powder, fat reduced cocoa, emulsifier, vanillin.",en:Glass-jar,"Breakfasts, Spreads, Sweet spreads, fr:Pâtes à tartiner, Hazelnut spreads, Chocolate spreads, Cocoa and hazelnuts spreads",e,high,low,high,high,57.5,539,30.9,6.3,0.1075,0.043,56.3
